name,price,url,small_description,images_src,full_description,additional_info,box_contents,sleeve_contents
Tiny Epic c(TH) มหากาพย์กลยุทธ์ฉบับจิ๋ว,฿950.00,https://siamboardgames.com/product/tiny-epic-tactics/,ประเภทบอร์ดเกม : กลยุทธ อายุ : 14+ จำนวนผู้เล่น : 1-4 คน เวลาในการเล่น: 30-60 นาที,"['https://siamboardgames.com/wp-content/uploads/2024/02/Cover-TinyEpic-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/05/Tiny_Epic_3dbox-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/TinyEpic-01-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/TinyEpic-02-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/TinyEpic-03-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/04/มอก2540_Tiny-Epic-min-600x600.png']","['ถ้าคุณชอบเกมสไตล์แทคติกแบบในสมัยก่อน คุณจะชอบเกม มหากาพย์กลยุทธฉบับจิ๋ว', 'ในเกมนี้คุณจะต้องสร้างทีมฮีโร่ของคุณ และกำจัดคู่ต่อสู้บนกระดานเล่นแบบ 3 มิติสวยงาม น่าเล่น น่าสะสม', '', 'ในหุบเขาอันเงียบสงบ หมอกได้ย่างกรายเข้ามาจากยอดเขา ไอน้ำพวยพุ่งจากแม่น้ำสายหลัก ในพื้นที่ป่านั้นสงบสุขมาเนิ่นนาน จนกระทั่งการต่อสู้ครั้งนี้ดำเนินมาถึง เมื่อเสียงกู่ร้องเริ่มการต่อสู้ดังขึ้น เสียงห่างออกไปไม่ไกลเสียงกระหึ่มของดาบโลหะที่กระทบกัน ณ วันนี้ที่แต่ละฝ่ายจะรบพุ่งกันด้วยกลยุทธ์สุดลึกล้ำ เพื่อที่จะครอบครองดินแดนของผืนป่าแห่งนี้ จนกว่าศัตรูทั้งหมดจะไม่เหลือซาก ผู้ที่ยืนหยัดเป็นคนสุดท้ายนั้นแหละคือผู้ที่จะได้รับการเฉลิมฉลอง']","[('น้ำหนัก', '0.8 กก.'), ('ขนาด', '17.8 × 12.2 × 4 เซนติเมตร'), ('เหมาะสำหรับ', 'วัยรุ่น, วัยทำงาน'), ('เวลาในการเล่น', '30 นาที ขึ้นไป, 1 ชั่วโมง ขึ้นไป')]","['การ์ดไพร่พล 32 ใบ (สองด้าน)', 'การ์ดกลยุทธ์ 16 ใบ', 'การ์ดควบคุม / การ์ดเวลา', 'โทเคนไพร่พล 16 ตัว (แต่ละสีมี 4 แบบ)', 'ลูกเต๋าแอคชั่น 3 ลูก', 'เบี้ยพลังชีวิต 4 อัน', 'เบี้ยพลังโจมตี 4 อัน', 'เบี้ยมานา 4 อัน', 'โทเคนดูดพลัง 10 อัน', 'โทเค็นธง 3 อัน (คละแบบ)', 'แผนที่แบบม้วน 1 ผืน (สองด้าน)', 'กล่องแผนที่ (ขนาดต่างๆ) 6 กล่อง', 'การ์ดศัตรูโหมดลุยเดี่ยว 9 ใบ', 'การ์ดดันเจี้ยน 6 ใบ']","['ซองใส่การ์ด: White Diamond', 'ขนาดซอง: 63.5 x 88 มม.', 'จำนวน: 32 ซอง / 1 แพค', 'ซองใส่การ์ด: Light Green', 'ขนาดซอง: 41 x 63 มม.', 'จำนวน: 31 ซอง / 1 แพค']"
Hedgehog Roll (TH) เม่นม้วนผจญภัย,฿950.00,https://siamboardgames.com/product/hedgehog-roll/,"ประเภทบอร์ดเกม : เด็ก, ครอบครัว อายุ : 4+ จำนวนผู้เล่น : 1-4 คน เวลาในการเล่น : 20 นาที","['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-family-54-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/07/Hedgehog-roll_3dbox-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/Hedgehog-01-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/Hedgehog-02-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/Hedgehog-03-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/04/มอก2540_Hedgehog-Roll-min-600x600.png']","['เจ้าเม่นน้อยรีบเก็บอาหารและหนีสุนัขจิ้งจอกเร็วเข้า!', '', 'เจ้าของรางวัลบอร์ดเกมสำหรับเด็กยอดเยี่ยม 2020 (Kinderspiel des jares) เจ้าเม่นน้อยที่ม้วนตัวกลิ้งไปกินไป เก็บเห็ด ใบใม้ หรือแอปเปิ้ลกินตามทางถึงจะผ่านไปได้ จะเล่นแบบแข่งกันกลับบ้านหรือช่วยกันกลิ้งหนีสุนัขจิ้งจอกก็ได้ และยังสามารถเล่นให้ยากขึ้นด้วยกฎกติกาพิเศษที่คุณต้องออกแอคชั่นถึงจะเก็บได้อย่างสนุกเพิ่มขึ้น']","[('น้ำหนัก', '1.5 กก.'), ('ขนาด', '34 × 23.5 × 6 เซนติเมตร'), ('เหมาะสำหรับ', 'เด็กเล็ก, เด็กโต'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที')]","['ลูกบอลขนปุย 1 ลูก', 'โทเคนหน้าเม่น 1 อัน', 'จิ้งจอก 1 ตัว', 'เม่น 4 ตัว (ต่างกัน 4 สี)', 'กระดานสองด้าน 7 แผ่น', 'โทเคนหนามเตย 18 อัน - เห็ด 6 อัน - แอปเปิ้ล 6 อัน - ใบไม้ 6 อัน']",[]
I'm the Boss (TH) อย่าซ่ากับบอส,"฿2,250.00",https://siamboardgames.com/product/im-the-boss/,"ประเภทบอร์ดเกม : ครอบครัว, กลยุทธ อายุ : 12+ จำนวนผู้เล่น : 3-6 คน เวลาในการเล่น : 60+ นาที","['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-family-21-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/05/Im-the-Boss-2023-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/ImtheBOSS-01-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/10/231009_01-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/10/231009_02-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/10/231009_03-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/ImtheBOSS-02-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/ImtheBOSS-03-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/ImtheBOSS-04-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/ImtheBOSS-05-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/ImtheBOSS-06-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/04/มอก2540_Im-The-Boos-min-600x600.png']","['คุณต้องการที่จะเป็นบอสตัวจริงสินะ ? ใช่สิ ก็ต้องแบบนั้นแหละ...', ""อย่าซ่ากับบอส (I'm the Boss)บอร์ดเกมปาร์ตี้ดีลธุรกิจกับการกลับมาครั้งนี้ในเวอร์ชั่นใหม่ เปิดดีลธุรกิจในตลาดหุ้นที่จะชวนคุณมาเริ่มสงครามแห่งความสนุกไปกับการฟาดฟัน เจรจา ร่วมมือ เพราะเงินเท่านั้นที่จะชนะในเกมนี้ และระวังให้ดีเพราะคนที่คุณไว้ใจพร้อมจะหักหลังคุณได้ทุกเมื่อ อย่าไว้ใจใครให้มากคนฉลาดเกมโกงเท่านั้นที่จะได้เป็นบอส…"", 'เกมนี้คุณจะได้รับบทเป็นหนึ่งในหัวหน้าทีมนักลงทุนผู้เชี่ยวชาญ โดยในทีมนักลงทุนทั้ง 6 นี้ จะมีความเชี่ยวชาญในด้านที่แตกต่างกัน ไม่ว่าจะเป็น สื่อ เทคโนโลยี การเมือง การเงิน กฎหมาย หรือวิทยาศาสตร์วิจัย ที่ต้องการเข้าไปมีส่วนได้ส่วนเสียในดีลต่างๆ และต้องพยายามขึ้นเป็น “บอสใหญ่” คอยควบคุมและใช้อำนาจในการปิดดีลโครงการเมกะโปรเจกต์ เพื่อกอบโกยกำไรให้ได้มากที่สุดเพราะนักลงทุนแต่ละคนล้วนมีเป้าหมายเดียวกัน ดังนั้นคุณต้องพร้อมที่จะใช้เหล่เหลี่ยม และพลิกแพลงความเชี่ยวชาญพิเศษในคราวจำเป็น การเจรจาต่อรองและแทรกแซงเข้าไปมีส่วนในดีลต่าง ๆ ให้ได้มากที่สุด เท่าที่จะทำได้ ควบคุมทุกอย่างให้อยู่ในกำมือและเป็น ""บอส"" ตัวจริงให้ได้!', '', ""วิธีการเล่น อย่าซ่ากับบอส (I'm the Boss)"", 'YouTube Embed', '', '', '']","[('น้ำหนัก', '2.5 กก.'), ('ขนาด', '29 × 29 × 9 เซนติเมตร'), ('เหมาะสำหรับ', 'เด็กโต, วัยรุ่น, วัยทำงาน'), ('ตัวเลือก', 'เฉพาะเกม, เกม+ซองหนา90, เกม+ซองหนา60, เกมห่อปก, เกมห่อปก+ซอง')]","['การ์ดอิทธิพล 98 ใบ', 'แผ่นป้ายโครงการ 15 ใบ', 'กระดาน 1 แผ่น', 'แผ่นป้ายนักลงทุน 6 ใบ', 'ตัวกำกับ 1 อัน', 'คู่มือ สอนเล่น 1 เล่ม', 'การ์ดธนบัตร 110 ใบ', 'ลูกเต๋า 1 ลูก']","['ซองใส่การ์ด: Dark Green Emerald', 'ขนาดซอง: 45 x 68 มม.', 'จำนวน: 110 ซอง / 3 แพค', 'ซองใส่การ์ด: White Diamond', 'ขนาดซอง: 63.5 x 88 มม.', 'จำนวน: 98 ซอง / 2 แพค']"
Keyforge Worlds Collide - Decks (TH) คีย์ฟอร์จ โลกาประจัญศึก - เด็ค,฿330.00,https://siamboardgames.com/product/keyforge-worlds-collide-decks/,"ประเภทบอร์ดเกม : กลยุทธ, การ์ดเกม อายุ : 14+ จำนวนผู้เล่น : 2 คน เวลาในการเล่น : 15-45 นาที",['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-strategy-17-min-600x600.png'],"[""ไขคดีกับทุกสิ่งที่เป็นไปได้... 'โลกาประจัญศึก' ที่เสริมทัพการ์ดใหม่ที่ไม่ซ้ำใคร รอให้คุณได้ค้นพบสำรวจและใช้เล่นจนชำนาญ!"", '', 'ชุดการ์ดของเกมการ์ดชื่อก้องโลกอย่าง คีย์ฟอร์จ การ์ดเกมที่ใช้ระบบยูนิค ที่ทำให้การ์ดแต่ละกองการ์ดของผู้เล่นแต่ละคนจะแตกต่างกัน และไม่มีกองการ์ดใดในโลกที่เหมือนกันทั้งหมดในชุดนี้มาพร้อมกับการ์ดใหม่ 284 แบบ และมีบ้านใหม่ 2 บ้านที่เข้ามาแทนที่บ้านเดิมที่มี ทำให้บ้านในชุดนี้ยังคงมี 7 บ้าน เช่นเดิม รวมถึงยังมีการเพิ่มคีย์เวิร์ดใหม่ๆ ที่ทำให้การเล่นแตกต่างจาก 2 ภาคแรกและมีความหลากหลายมากขึ้น']","[('น้ำหนัก', '0.8 กก.'), ('ขนาด', '10 × 15 × 4 เซนติเมตร'), ('เหมาะสำหรับ', 'วัยรุ่น, วัยทำงาน'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที, 30 นาที ขึ้นไป')]",['การ์ดอาร์คอนพร้อมเล่น 1 ชุด'],"['ซองใส่การ์ด: White Diamond', 'ขนาดซอง: 63.5 x 88 มม.', 'จำนวน: 37 ซอง / 1 แพค']"
Keyforge Worlds Collide - Deluxe (TH) คีย์ฟอร์จ โลกาประจัญศึก - Deluxe,฿850.00,https://siamboardgames.com/product/keyforge-worlds-collide-deluxe/,"ประเภทบอร์ดเกม : กลยุทธ, การ์ดเกม อายุ : 14+ จำนวนผู้เล่น : 2 คน เวลาในการเล่น : 15-45 นาที",['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-strategy-16-min-600x600.png'],"[""ไขคดีกับทุกสิ่งที่เป็นไปได้... 'โลกาประจัญศึก' ที่เสริมทัพการ์ดใหม่ที่ไม่ซ้ำใคร รอให้คุณได้ค้นพบสำรวจและใช้เล่นจนชำนาญ!"", '', 'ชุดการ์ดของเกมการ์ดชื่อก้องโลกอย่าง คีย์ฟอร์จ การ์ดเกมที่ใช้ระบบยูนิค ที่ทำให้การ์ดแต่ละกองการ์ดของผู้เล่นแต่ละคนจะแตกต่างกัน และไม่มีกองการ์ดใดในโลกที่เหมือนกันทั้งหมดในชุดนี้มาพร้อมกับการ์ดใหม่ 284 แบบ และมีบ้านใหม่ 2 บ้านที่เข้ามาแทนที่บ้านเดิมที่มี ทำให้บ้านในชุดนี้ยังคงมี 7 บ้าน เช่นเดิม รวมถึงยังมีการเพิ่มคีย์เวิร์ดใหม่ๆ ที่ทำให้การเล่นแตกต่างจาก 2 ภาคแรกและมีความหลากหลายมากขึ้น']","[('น้ำหนัก', '1 กก.'), ('ขนาด', '10 × 15 × 4 เซนติเมตร'), ('เหมาะสำหรับ', 'วัยรุ่น, วัยทำงาน'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที, 30 นาที ขึ้นไป')]","['ชุดการ์ดอาร์คอน 1 สำรับ', 'โทเคนกุญแจ 3 อัน', 'โทเคนแอมเบอร์ 18 อัน', 'โทเคนแดเมจ 25 อัน', 'โทเคนพลัง, โทเคนสตัน, โทเคนคลั่ง และ โทเคนป้องกัน 24 อัน', 'แผ่นนับเชนและตัวนับเชน 1 ชุด', 'กติกาฉบับพร้อมเล่น 1 แผ่น']","['ซองใส่การ์ด: White Diamond', 'ขนาดซอง: 63.5 x 88 มม.', 'จำนวน: 37 ซอง / 1 แพค']"
[กล่องบุบ] Dobble (TH) ด็อบเบิล,฿550.00,https://siamboardgames.com/product/dobble/,ประเภทบอร์ดเกม : เด็ก อายุ : 7+ จำนวนผู้เล่น : 2-8 คน เวลา : 15 นาที,"['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-family-10-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/05/Dobble02-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/05/Dobble03-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/Dobble-01-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/Dobble-02-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/Dobble-03-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/04/มอก2562_Dobble-min-600x600.png']","['ตาดีได้ ตาร้ายเสีย! เกมฝึกทักษะการสังเกตและความไวที่มีวิธีการเล่นที่หลากหลายเพื่อเพิ่มความสนุก และการแข่งขันอย่างไม่รู้จบ', '']","[('น้ำหนัก', '0.8 กก.'), ('ขนาด', '10 × 10 × 5 เซนติเมตร'), ('เหมาะสำหรับ', 'ผู้สูงอายุ, วัยรุ่น, วัยทำงาน, เด็กเล็ก, เด็กโต'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที')]",['การ์ด 55 ใบ'],[]
Travel Tic Tac Toe - Connect 4 (TH) เกมแม่เหล็กทิค แทค โท,฿249.00,https://siamboardgames.com/product/travel-tic-tac-toe-connect-4/,ประเภทบอร์ดเกม : ครอบครัว อายุ : 4+ จำนวนผู้เล่น : 2 คน เวลาในการเล่น : -,"['https://siamboardgames.com/wp-content/uploads/2024/02/Cover-TicTacToe-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/05/Tic-Toe_3dbox-1-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/04/มอก2562_Magnet-Tic-Tac-Toe-min-600x600.png']",['ทิคแทคโทเกมเรียงรูปทรง X O ที่ทุกคนล้วนคุ้นเคย โดยผลัดกันเล่นกับผู้เล่นอีกคนในการวาง X และ O เป้าหมายคือสร้างแถวที่มีแม่เหล็กรูปทรงเดียวกันเรียงติดกันให้ได้โฟร์อินอะโรล เกมเรียงสีเล่นง่าย โดยผลัดกันเล่นกับผู้เล่นอีกคน วางชิ้นส่วนแม่เหล็กของตัวเองลงในช่องว่างในแถวล่างสุด จะวางในแถวต่อมาได้ก็ต่อเมื่อมีแม่เหล็กวางเป็นฐานอยู่ก่อน เป้าหมายคือวางแม่เหล็กเรียงติดกันเป็นแถว'],"[('น้ำหนัก', '0.7 กก.'), ('ขนาด', '8 × 10 × 2 เซนติเมตร'), ('เหมาะสำหรับ', 'ผู้สูงอายุ, วัยรุ่น, วัยทำงาน, เด็กเล็ก'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที')]","['แม่เหล็กขนาดใหญ่ 10 ชิ้น', 'แม่เหล็กขนาดเล็ก 42 ชิ้น']",[]
Travel Tangram (TH) เกมแม่เหล็กแทนแกรม,฿249.00,https://siamboardgames.com/product/travel-tangram/,ประเภทบอร์ดเกม : ครอบครัว อายุ : 6+ จำนวนผู้เล่น : 2 คน,"['https://siamboardgames.com/wp-content/uploads/2024/02/Cover-Tangram-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/05/Tangram_3dbox-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/04/มอก2540_Tangram-min-600x600.png']",['มีโจทย์สำหรับการต่อกว่า 30 แบบแทนแกรมคือเกมตัวต่อปริศนาสำหรับลับสมองที่มีต้นกำเนิดจากประเทศจีน เป็นเกมคลาสสิกที่เรียบง่ายและกฎการเล่นไม่ซับซ้อน แต่มาพร้อมความเป็นไปได้ที่ไม่สิ้นสุด แทนแกรมช่วยพัฒนาทักษะด้านสติปัญญา เช่น การจดจำ การแก้ปัญหา และการใช้เหตุผลเชิงมิติสัมพันธ์'],"[('น้ำหนัก', '0.7 กก.'), ('ขนาด', '8 × 10 × 2 เซนติเมตร'), ('เหมาะสำหรับ', 'วัยรุ่น, วัยทำงาน, เด็กเล็ก, เด็กโต'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที')]",[],[]
Travel Snakes (TH) เกมแม่เหล็กเกมบันไดงู,฿249.00,https://siamboardgames.com/product/travel-snakes/,ประเภทบอร์ดเกม : ครอบครัว อายุ : 3+ จำนวนผู้เล่น : 2-4 คน เวลาในการเล่น : -,"['https://siamboardgames.com/wp-content/uploads/2024/02/Cover-Snakes-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/05/Snake_3dbox-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/04/มอก2562_Magnet-Snake-min-600x600.png']","['เกมบันไดงูที่เชื่อว่าใครๆก็ต้องเคยเล่นมาแล้วอย่างแน่นอน มาในรูปแบบที่เล็กลง สะดวกพกพา แต่ยังคงความสนุกเหมือนเดิม', 'ผู้เล่นเลือกแม่เหล็กคนละ 1 ชิ้น คนที่อายุน้อยที่สุดเริ่มเล่นเป็นคนแรก เมื่อถึงตาเล่นให้ผู้เล่นทอยเต๋า จากนั้นเดินชิ้นส่วนแม่เหล็กของตัวเองไปตามช่องเท่ากับจำนวนหน้าเต๋าที่ทอยได้ หากตกที่ช่องว่าง ให้ทำแอคชั่นที่กำหนดไว้ในช่องนั้น หากตกช่องบันไดให้ขึ้นไปสุดบันได หากตกช่องที่มีงูให้เดินลงข้างล่างจนสุดตัวงู หากตกช่องตัวเลข ให้ย้ายไปช่องที่มีเลขกำกับไว้ทันที หากเป็นคนแรกที่ไปถึงช่องสุดท้ายที่อยู่ด้านบนของกระดานจะเป็นผู้ชนะทันที']","[('น้ำหนัก', '0.7 กก.'), ('ขนาด', '8 × 10 × 2 เซนติเมตร'), ('เหมาะสำหรับ', 'วัยรุ่น, วัยทำงาน, เด็กเล็ก, เด็กโต'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที')]",[],[]
Travel Secret Code (TH) เกมแม่เหล็กเกมรหัสลับ,฿249.00,https://siamboardgames.com/product/travel-secret-code/,ประเภทบอร์ดเกม : ครอบครัว อายุ : 3+ จำนวนผู้เล่น : 2-4 คน เวลาในการเล่น : -,"['https://siamboardgames.com/wp-content/uploads/2024/02/Cover-SecretCode-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/07/Secret-code_3dbox-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/04/มอก2562_Magnet-Secret-Code-min-600x600.png']",['ใครจะเป็นผู้ไขรหัสลับได้ก่อนกัน! เกมที่จะต้องไขรหัสลับของฝ่ายตรงข้าม โดยต้องทายสีและตำแหน่งของแม่เหล็กแต่ละชิ้น ให้ไวที่สุดก็จะเป็นผู้ชนะในเกมนี้'],"[('น้ำหนัก', '0.7 กก.'), ('ขนาด', '8 × 10 × 2 เซนติเมตร'), ('เหมาะสำหรับ', 'ผู้สูงอายุ, วัยรุ่น, วัยทำงาน, เด็กโต'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที')]","['กระดานเกม 2 แผ่น สำหรับนักออกแบบรหัส และนักแกะรหัส', 'แม่เหล็กสี 60 ชิ้น (6สี สีละ 10 ชิ้น) และ', 'แม่เหล็กคำใบ้ 60 ชิ้น (สีขาวและดำ)']",[]
Travel Chess (TH) เกมแม่เหล็กหมากรุกสากล,฿249.00,https://siamboardgames.com/product/travel-chess/,ประเภทบอร์ดเกม : ครอบครัว อายุ : 3+ จำนวนผู้เล่น : 2-4 คน เวลาในการเล่น : -,"['https://siamboardgames.com/wp-content/uploads/2024/02/Cover-Chess-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/05/Chess_3dbox-1-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/04/มอก2540_Magnet-Chess-min-600x600.png']","['เกมคลาสสิกสุดฮิตที่ใครๆก็ต่างเคยเล่น มาในรูปแบบกล่องแม่เหล็กพกพาได้ง่าย สามารถเล่นได้ทุกที่', 'ฝ่ายขาวเริ่มเดินหมากก่อน จากนั้นจึงผลัดกันเดินคนละตัว ตัวหมากทุกตัวสามารถเดินเข้าไปยึดพื้นที่ว่างหรือเข้ายึดพื้นที่ที่มีตัวหมากของฝ่ายตรงข้ามอยู่ได้ผู้เล่นไม่สามารถเดินหมากตาที่จะเปิดช่องให้คิงของตัวเองถูกยึดได้ หากฝ่ายใดฝ่ายหนึ่งไม่สามารถเดินหมากได้อีกเนื่องจากคิงถูกรุกและไม่มีตาเดินให้รอด จะถือว่าถูก “รุกจน” และแพ้เกม']","[('น้ำหนัก', '0.7 กก.'), ('ขนาด', '8 × 10 × 2 เซนติเมตร'), ('เหมาะสำหรับ', 'วัยรุ่น, วัยทำงาน, เด็กเล็ก, เด็กโต'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที')]",[],[]
Travel Battle Fleet (TH) เกมแม่เหล็กกองเรือประจัญบาน,฿249.00,https://siamboardgames.com/product/travel-battle-fleet/,ประเภทบอร์ดเกม : ครอบครัว อายุ : 4+ จำนวนผู้เล่น : 2 คน,"['https://siamboardgames.com/wp-content/uploads/2024/02/Cover-Battlefleet-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/07/Battleship_3dbox-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/04/มอก2562_Magnet-BattleFleet-min-600x600.png']",['เกมแม่เหล็กพกพาง่าย ผู้เล่นผลัดกันเลือกช่องของฝ่ายตรงข้าม จากนั้นฝ่ายตรงข้ามต้องบอกว่า “เข้าเป้า” หรือ “พลาดเป้า”หากคุณยิงสำเร็จ คุณจะได้เล่นตาต่อไป และสามารถยิงได้จนกว่าจะพลาดเป้า ผลัดกันเล่นจนกว่าฝ่ายใดฝ่ายหนึ่งจะสามารถจมเรือของอีกฝ่ายได้ทั้งหมดก็จะเป็นผู้ชนะในเกมนี้!'],"[('น้ำหนัก', '0.7 กก.'), ('ขนาด', '8 × 10 × 2 เซนติเมตร'), ('เหมาะสำหรับ', 'ผู้สูงอายุ, วัยรุ่น, วัยทำงาน, เด็กโต'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที')]","['โทเคนเรือรบและเรือดำน้ำ 10 ชิ้น', 'โทเคนแม่เหล็ก ""ระเบิด"" 133 ชิ้น (แม่เหล็ก ""ยิงโดน"" สีแดง 35 ชิ้น และ แม่เหล็ก ""พลาดเป้า"" สีดำ 98 ชิ้น)']",[]
Zombie Kidz (TH) ขบวนการปราบซอมบี้,฿950.00,https://siamboardgames.com/product/zombie-kidz/,ประเภทบอร์ดเกม : เด็ก อายุ : 7+ จำนวนผู้เล่น : 2-4 คน เวลาในการเล่น : 5-15 นาที,"['https://siamboardgames.com/wp-content/uploads/2024/02/Cover-ZombieKidz-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/07/Zombiekidz_3dbox-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/Zombie-01-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/Zombie-02-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/Zombie-03-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/04/มอก2540_Zombiekidz-min-600x600.png']","['การรวมตัวของเหล่าฮีโร่ที่จะต้องปกป้องโรงเรียนจากเหล่าฝูงซอมบี้สุดน่ากลัว แต่เกมนี้ไม่ธรรมดาเพราะยิ่งเล่นมากเท่าไรจะยิ่งท้าทายมากขึ้นเสมอ เพราะมีความลับที่จะทำให้คุณแข็งแกร่งซ่อนอยู่!', '']","[('น้ำหนัก', '1 กก.'), ('ขนาด', '19 × 19 × 6 เซนติเมตร'), ('เหมาะสำหรับ', 'วัยรุ่น, วัยทำงาน, เด็กโต'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที')]","['โทเคนฮีโร่ 4 อัน', 'ลูกเต๋าซอมบี้ 1 ลูก', 'สแตนดีพลาสติก 8 อัน', 'โทเคนแม่กุญแจ 4 อัน', 'โทเคนซอมบี้ 8 อัน', 'กระดานแบบสองหน้า 1 ชิ้น', 'คู่มือการเล่น 1 อัน', 'ซองวิวัฒนาการที่ปิดผนึกเอาไว้ 13 ซอง']",[]
