name,price,url,small_description,images_src,full_description,additional_info,box_contents,sleeve_contents
Bandido (TH/EN) แบนดิโด,฿450.00,https://siamboardgames.com/product/bandido/,ประเภทบอร์ดเกม : ครอบครัว อายุ : 6+ จำนวนผู้เล่น : 1-4 คน เวลาในการเล่น : 15 นาที,"['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-family-41-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/07/BANDIDO_3dbox-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/Bandido-01-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/04/มอก2562_Bandido-min-600x600.png']","['จอมโจรแบนดิโดพยายามจะแหกคุกอีกแล้ว!ช่วยกันขัดขวางเขาไว้ให้ได้', '', 'จอมโจรแบนดิโดกำลังพยายามจะแหกคุก ร่วมมือกันหยุดเขาไว้ให้ได้!เกมนี้เป็นเกมช่วยกันเล่นซึ่งผู้เล่นทุกคนจะต้องร่วมมือกันผลัดกันวางการ์ดที่มีเพื่อทำให้อุโมงค์เป็นทางตันและขัดขวางไม่ให้แบนดิโดหลบหนีไปได้']","[('น้ำหนัก', '0.8 กก.'), ('ขนาด', '11 × 7 × 3 เซนติเมตร'), ('เหมาะสำหรับ', 'ผู้สูงอายุ, วัยรุ่น, วัยทำงาน, เด็กโต'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที')]","['การ์ด 69 ใบ', 'ซูเปอร์การ์ด 1 ใบ', 'แผ่นพับกติกา 1 ฉบับ']","[""ซองใส่การ์ด : Brown Tiger's Eye"", 'ขนาดซอง 47×92 มม.', 'จำนวน 70 ซอง / 2 แพค']"
Mada (TH/EN) มาดา,฿450.00,https://siamboardgames.com/product/mada/,ประเภทบอร์ดเกม : ครอบครัว อายุ : 7+ จำนวนผู้เล่น : 2-5 คน เวลาในการเล่น : 20 นาที,"['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-family-42-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/07/MADA_3dbox-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/Mada-01-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/04/มอก2562_Mada-min-600x600.png']","['รวบรวมผลกระบองเพชรให้ได้มากกว่าใครประเมินความเสี่ยงให้ดี เพื่อไม่ให้กลายเป็นคนแรกที่ถูกหนามตำ', '', 'ทำคะแนนให้ได้มากที่สุดด้วยจำนวนของผลกระบองเพชรที่ปรากฏในรูปการ์ดผู้เล่นที่มีจำนวนผลกระบองเพชรมากที่สุดหลังจากที่มีคนใดคนหนึ่งได้การ์ดครบใบที่ 5 จะเป็นผู้ชนะเกม']","[('น้ำหนัก', '0.8 กก.'), ('ขนาด', '11 × 7 × 3 เซนติเมตร'), ('เหมาะสำหรับ', 'วัยรุ่น, วัยทำงาน, เด็กโต'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที')]","['การ์ดกระบองเพชร 60 ใบ', 'การ์ดพิเศษ 10 ใบ - ลีเมอร์ 4 ใบ - ลีเมอร์คู่ 3 ใบ - แมงป่อง 3 ใบ']","[""ซองใส่การ์ด : Brown Tiger's Eye"", 'ขนาดซอง 47×92 มม.', 'จำนวน 70 ซอง / 2 แพค']"
Papageno (TH/EN) พาพากีโน,฿450.00,https://siamboardgames.com/product/papageno/,พาพากีโน ดึงดูดนกที่เบาหวิวที่สุดเข้ามาในสวนนกของคุณ เกมสนุกสนาน จบไว เหมาะสำหรับครอบครัว ประเภทบอร์ดเกม : ครอบครัว อายุ : 6+ จำนวนผู้เล่น : 2-5 คน เวลาในการเล่น : 15 นาที,"['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-family-43-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/04/มอก2562_Papageno-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/Papageno-01-600x600.png']","['', '', 'ในอาณาจักรมนตราของคุณมีฝูงนกสีสันสดใส บินฉวัดเฉวียนอยู่เต็มไปหมด คุณจะสามารถดึงดูดบรรดานกสวยงามทั้งหลายให้มาเกาะเรียงรายอยู่บนราวเพื่อถวายแด่องค์ราชินีได้หรือไม่ ?พึงระวังว่าราวลวดนั้นแสนเปราะบาง นกที่ตัวหนักมากไปอาจจะทำให้คุณพ่ายแพ้ก็ได้... ""พาพากีโน"" คนจับนกจากละครโอเปร่า ""The Magic Flute""พร้อมแล้วที่จะมาช่วยคุณทำภารกิจนี้ให้สำเร็จ ไม่ว่าจะไปแย่งจับนกจากสวนข้างๆ หรือกลั่นแกล้งคู่แข่งของคุณก็ตาม!', '""พาพากีโน"" คือตัวละครจากละครโอเปร่าเรื่อง ""The Magic Flute"" ของโมสาร์ทเขาคือคนจับนกของราชินีแห่งรัตติกาล เป็นตัวละครที่ร่าเริงและตลกโปกฮาคอยติดตามเจ้าชายทามิโน ออกเดินทางตามหาเจ้าหญิงทามินา โดยที่ตัวเขาเองก็ใฝ่ฝันที่จะพบรักแท้กับเขาบ้างสักวันเช่นกัน และ พาพากีโนมีเครื่องดนตรีวิเศษสองชิ้นคือระฆังและแพนฟลูตที่ใช้บรรเลงเพื่อช่วยเหลือสหายของเขา']","[('น้ำหนัก', '0.8 กก.'), ('ขนาด', '11 × 7 × 3 เซนติเมตร'), ('เหมาะสำหรับ', 'ผู้สูงอายุ, วัยรุ่น, วัยทำงาน, เด็กโต'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที')]","['การ์ด 50 ใบ - การ์ดนก 40 ใบ - การ์ดแพนฟลูต 4 ใบ - การ์ดกรงนก 4 ใบ - การ์ดไข่ 2 ใบ', 'แผ่นพับกติกา 1 ฉบับ']","[""ซองใส่การ์ด : Brown Tiger's Eye"", 'ขนาดซอง 47×92 มม.', 'จำนวน 50 ซอง / 1 แพค']"
Exploding Minions (TH) มินเนี่ยน ระเบิด,฿950.00,https://siamboardgames.com/product/exploding-minions/,ประเภทบอร์ดเกม : ปาร์ตี้ อายุ : 7+ จำนวนผู้เล่น : 2-5 คน เวลาในการเล่น : 15 นาที,"['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-party-16-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/05/SBG2023_logo02-01-1-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/12/มินเนี่ยนระเบิด1-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/12/มินเนี่ยนระเบิด2-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/12/มินเนี่ยนระเบิด3-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/04/มอก2540_Exploding-Minions-min-600x600.png']","['จั่วเจอมินเนี่ยนระเบิด ก็เตรียมระเบิดตัวตายแล้วออกจากเกมไปเลย!', 'มินเนี่ยนระเบิด (Exploding Minions)เหล่ามินเนี่ยนเข้ารุกรานจักรวาลเหมียวระเบิดแล้ว! เตรียมพบกับบอร์ดเกมสุดมันส์ที่จะพาคุณมาสนุกแบบระเบิดระเบ้อไปด้วยกัน จากบอร์ดเกมชื่อดังอย่าง “เหมียวระเบิด” พบกันอีกครั้งในเวอร์ชั่นสุดแสนจะน่ารักที่เกิดจากการร่วมมือกันระหว่างทีมผู้สร้างเหมียวระเบิด (Exploding Kittens) และทีม Illumination เจ้าของผลงานการ์ตูนอนิเมชั่นมากมาย และครั้งนี้จึงได้พาเหล่ามินเนี่ยน (Minions) จอมร้ายกาจเข้ามาอยู่ในบอร์ดเกมสุดฮิตนี้ด้วย', 'เกมนี้ก็เป็นอีกหนึ่งเกมปาร์ตี้เล่นกับเพื่อนที่สนุกไม่แพ้เกมไหนๆ เพราะจะพาคุณไปปั่น มันส์ พร้อมๆกัน ในเวอร์ชั่นใหม่สไตล์มินเนี่ยนนี้คุณจะได้พบกับเจ้ามินเนี่ยนหลากหลายแบบ และการ์ดใหม่อย่าง “การ์ดโคลนร่าง” ที่เมื่อเล่นแล้วจะกลายร่างเป็นการ์ดอะไรก็ได้ที่อยู่ด้านล่าง โดยรวมการเล่นก็ไม่ยากหากใครเคยได้เล่นเหมียวระเบิดแล้ว วิธีการเล่นจะไม่ต่างกัน แค่จั่วการ์ดไปเรื่อย ๆ จนกว่าจะมีใครจั่วเจอมินเนี่ยนระเบิด ถึงตอนนั้นก็เตรียมระเบิดตัวตายแล้วออกจากเกมไปทันที นอกจากว่าจะสามารถปลดระเบิดได้ทัน ส่วนการ์ดอื่น ๆ ก็มีไว้ช่วยให้ตายได้ช้าลงนั้นเอง จะปลดระเบิด โจมตี ดูอนาคต ข้าม ม่าย สับกอง จั่วจากใต้กอง หรือจะเล่นการ์ดมินเนี่ยนเพื่อขโมยการคนอื่นๆก็ได้เช่นกัน พยายามอย่าโดนระเบิดตายและเหลือรอดเป็นคนสุดท้ายเพื่อเป็นผู้ชนะให้ได้เท่านั้นเอง!', '', 'วิธีการเล่นมินเนี่ยนระเบิด (Exploding Minions)', '\ufeff']","[('น้ำหนัก', '1 กก.'), ('ขนาด', '22 × 15 × 7 เซนติเมตร'), ('เหมาะสำหรับ', 'วัยรุ่น, วัยทำงาน, เด็กโต'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที'), ('ตัวเลือก', 'เฉพาะเกม, เกม+ซองหนา90, เกม+ซองหนา60, เกมห่อปก, เกมห่อปก+ซอง')]","['การ์ด 72 ใบ ประกอบไปด้วย', 'การ์ดมินเนี่ยนระเบิด 4 ใบ', 'การ์ดปลดระเบิด 7 ใบ', 'การ์ดโจมตี 5 ใบ', 'การ์ดม่าย 7 ใบ', 'การ์ดดูอนาคต 7 ใบ', 'การ์ดข้าม 6 ใบ', 'การ์ดสับกอง 4 ใบ', 'การ์ดจั่วจากใต้กอง 5 ใบ', 'การ์ดมินเนี่ยน 24 ใบ', 'การ์ดโคลนร่าง 3 ใบ']","['ซองใส่การ์ด: White diamond', 'ขนาดซอง: 63.5 x 88 มม.', 'จำนวน: 72 ซอง / 2 แพค']"
Bloody Inn Carnies (TH) โรงแรมสีเลือด ชาวคณะหรรษา,฿750.00,https://siamboardgames.com/product/bloody-inn-carnies/,ประเภทบอร์ดเกม : กลยุทธ์ อายุ : 14+ จำนวนผู้เล่น : 2-4 คน เวลาในการเล่น : 45-60 นาที,"['https://siamboardgames.com/wp-content/uploads/2024/02/Cover-BloodyInnCarnies-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/07/BloodyInn_3dbox-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/08/bloody-inn-1-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/08/bloody-inn-2-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/08/bloody-inn-3-600x600.jpg']","['นองเลือดกว่าที่เคยด้วยภาคเสริมนี้ คุณจะพบกับบรรดาแขกที่สุดแสนประหลาดและยังมีของเล่นใหม่ ๆ ที่ใช้ในการกำจัดแขกอีกด้วยไม่มีใครออกจากโรงแรมนี้ไปโดยสวัสดิภาพ…', '', 'ภาคเสริมของเกม ‘โรงแรมสีเลือด’ การเปิดประตูต้อนรับบรรดาแขกที่สุดแสนประหลาด มาในครั้งนี้กับการเพิ่มการ์ดใหม่จำนวน 52 ใบ ซึ่งสามารถเลือกนำมาผสมผสานเพื่อใช้เล่นกับภาคหลักได้ตามใจชอบ จะมีการเพิ่มกฎการเล่นใหม่ๆ เพื่อสร้างความสนุกและสดใหม่ยิ่งขึ้น']","[('น้ำหนัก', '1 กก.'), ('ขนาด', '11 × 11 × 5 เซนติเมตร'), ('เหมาะสำหรับ', 'วัยรุ่น, วัยทำงาน'), ('เวลาในการเล่น', '30 นาที ขึ้นไป')]","['คู่มือการเล่ม 1 ชิ้น', 'การ์ด 52 ใบ -โมดูล 1 – ชาวคณะหรรษา: การ์ดแขก 14 ใบ และการ์ดอีเวนต์ 8 ใบ -โมดูล 2 – ผู้มีชื่อเสียง: การ์ดแขก 14 ใบ -โมดูล 3 – ลูกเล่นแพรวพราวของคุณป้าจิเน็ต: การ์ดสิ่งของ 16 ใบ', 'การ์ดเช็ค 50F (50 ฟรังก์) 4 ใบ']","['ซองใส่การ์ด: Yellow Amber', 'ขนาดซอง: 59 x 92 มม.', 'จำนวน: 52 ซอง / 2 แพค']"
Bloody Inn (TH) โรงแรมสีเลือด,"฿1,300.00",https://siamboardgames.com/product/bloody-inn/,ประเภทบอร์ดเกม : กลยุทธ์ อายุ : 14+ จำนวนผู้เล่น : 1-4 คน เวลาในการเล่น : 45-60 นาที,"['https://siamboardgames.com/wp-content/uploads/2024/02/Cover-BloodyInn-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/07/BloodyInn_3dbox-min_1-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/08/bloody-inn-1-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/08/bloody-inn-3-600x600.jpg']","['โรงแรมนี้เปิดไว้เพื่อล่อลวงนักท่องเที่ยวให้เข้ามาพักแต่แขกของพวกเขาจะไม่ได้กลับออกมาแม้แต่เพียงคนเดียว…', '', 'ปี ค.ศ.1831 ประเทศฝรั่งเศส: ในมุมหนึ่งอันห่างไกลในเมืองอาดาเช่มีหมู่บ้านนามว่าเพย์เรเบลย์ มีนักท่องเที่ยวผ่านไปมามากมายครอบครัวชาวไร่ท้องถิ่นที่แสนละโมบเล็งเห็นโอกาสเป็นเศรษฐีและได้คิดแผนการอันแสนชั่วร้ายเพื่อให้บรรลุเป้าหมายนั้นจึงได้ลงทุนเปิดโรงแรมเพื่อปล้นปลดทรัพย์แขกที่มาเข้าพักเป็นโอกาสร่ำรวยโดยไม่ต้องกลัวว่าจะเป็นจุดสนใจจากตำรวจไม่ว่าแผนของเขาจะสำเร็จหรือไม่ แต่มีสิ่งหนึ่งที่เรามั่นใจได้ไม่ใช่แขกทุกคนที่จะได้ออกจากโรงแรมนี้แบบมีชีวิต....']","[('น้ำหนัก', '1.1 กก.'), ('ขนาด', '24 × 10 × 5 เซนติเมตร'), ('เหมาะสำหรับ', 'วัยรุ่น, วัยทำงาน'), ('เวลาในการเล่น', '30 นาที ขึ้นไป')]","['การ์ดแขก 78 ใบนักเดินทาง 70 ใบชาวบ้าน 8 ใบ', 'นักเดินทาง 70 ใบ', 'ชาวบ้าน 8 ใบ', 'การ์ดช่วยเหลือผู้เล่น 4 ใบ', 'กระดานโรงแรม 1 แผ่น', 'การ์ดสำหรับผู้เล่นคนแรก 1 ใบ', 'โทเคนเช็ค 10F (10 ฟรังก์) 30 ชิ้น', 'โทเคนกุญแจ/รูมเซอร์วิส 32 ชิ้น แบ่งตามสีของผู้เล่น 4 สี (แดง 8 ชิ้น, เขียว 8 ชิ้น, ฟ้า 8 ชิ้น และเหลือง 8 ชิ้น)', 'โทเคนกุญแจสีขาว 4 ชิ้น', 'โทเคนนับคะแนนสีชิ้น แบ่งตามสีผู้เล่น', 'คู่มือการเล่ม 1 ชิ้น']","['ซองใส่การ์ด: Yellow Amber', 'ขนาดซอง: 59 x 92 มม.', 'จำนวน: 83 ซอง / 2 แพค']"
[กล่องบุบ] Micro Macro Crime City Full House (TH) เมืองอาชญากรนครย่อส่วน ฟูลเฮาส์,"฿1,550.00",https://siamboardgames.com/product/micro-macro-crime-city-full-house/,ประเภทบอร์ดเกม : ครอบครัว อายุ : 14+ จำนวนผู้เล่น : 1-4 คน เวลาในการเล่น : 15 - 45 นาที,"['https://siamboardgames.com/wp-content/uploads/2024/02/Cover-MicroMacro-FullHouse-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/07/MIMA2_3dbox-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/MicroMacroFullHouse-01-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/MicroMacroFullHouse-02-600x600.png']","['ใครจะเป็นยอดนักสืบของคดีนี้กันนะ!? เกมนี้ผู้เล่นจะต้องช่วยกันเป็นนักสืบหาเบาะแส ปะติดปะต่อเหตุการณ์สำคัญ ให้ได้มาเพื่อคำตอบของสิ่งประหลาดที่เกิดขึ้นภายในเมือง', '', 'ยินดีต้อนรับทุกท่านเข้าสู่ ""เมืองอาชญากร"" เมืองที่ทุกซอกทุกมุมล้วนซ่อนเร้นไปด้วยอาชญากรรมไม่ว่าจะความลับอันน่าสะพรึง การโจรกรรมสุดแนบเนียน หรือจะฆาตกรรมแสนเลือดเย็น ล้วนสามารถพบเจอได้อยู่เป็นนิจในเมืองแห่งนี้""ฟูลเฮาส์"" คือภาคสองของซีรีส์เกม ""เมืองอาชญากรมหานครย่อส่วน"" แผนที่เมืองแบบใหม่ที่มาพร้อมกับรหัสคดีทั้ง 16 คดีรอให้คุณคลี่คลายตัวเกมภาคนี้เป็นสแตนด์อโลน (ไม่จำเป็นต้องใช้ภาคแรก) คดีทั้ง 16 ที่มาในภาคนี้สามารถเล่นได้โดยไม่จำเป็นต้องเคยเล่นภาคหลักมาก่อน""นครย่อส่วน"" คือเกมสืบสวนแบบช่วยกันเล่นที่ผู้เล่นทุกคนจะต้องร่วมมือกันไขคดีอาชญากรรมปริศนาต่าง ๆค้นหาแรงจูงใจและรวบรวมหลักฐานเพื่อเอาผิดผู้กระทำผิดให้จงได้ คุณจำเป็นต้องพึ่งพาทักษะการอนุมานไปพร้อมกับสายตาอันเฉียบแหลม นี่แหละงานของนักสืบตัวจริง!']","[('น้ำหนัก', '1 กก.'), ('ขนาด', '28 × 20 × 5 เซนติเมตร'), ('เหมาะสำหรับ', 'วัยรุ่น, วัยทำงาน, เด็กเล็ก, เด็กโต'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที, 30 นาที ขึ้นไป')]","['แผนที่เมือง 1 แผ่น', 'ซองกระดาษ 16 ซอง', 'การ์ดคดี 120 ใบ', 'แว่นขยาย 1 อัน (+ สติ๊กเกอร์)']",['ซองใส่การ์ด Yellow Amberขนาดซอง 59×92 มม.จำนวน 120 ซอง / 3 แพ็ค']
Dobble minions (TH) ด็อบเบิล มินเนี่ยน,฿630.00,https://siamboardgames.com/product/dobble-minion/,ตามหาเจ้ามินเนี่ยนตัวเหลืองให้เร็วที่สุด! เกมที่ใช้ความไวของสายตา และฝ่ามือ เพื่อชิงเป็นเจ้าแห่งความไวในการแข่งขันครั้งนี้ ประเภทบอร์ดเกม : เด็ก อายุ : 7+ จำนวนผู้เล่น : 2-8 คน เวลาในการเล่น : 15 นาที,"['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-family-3-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/05/Dobble-M_3dbox02-1-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/04/มอก2540_Dobble-min-600x600.png']","['ตามหาเจ้ามินเนี่ยนตัวเหลืองให้เร็วที่สุด! เกมที่ใช้ความไวของสายตา และฝ่ามือ เพื่อชิงเป็นเจ้าแห่งความไวในการแข่งขันครั้งนี้', '', 'เจ้าของรางวัลบอร์ดเกมสำหรับเด็กดีเด่นปี 2013 รูปสัญลักษณ์ในเกมออกแบบมาให้เหมาะกับการสังเกตของเด็ก ๆ ทั้งรูปทรงและสี การ์ดแต่ละใบออกแบบมาให้มีซ้ำกันแค่ตัวเดียวเท่านั้น แต่สามารถเล่นได้ถึง 5 แบบ ทั้งช่วยกันเล่นและแข่งกัน สนุกได้ไม่รู้จบ!']","[('น้ำหนัก', '1 กก.'), ('ขนาด', '13 × 13 × 8 เซนติเมตร'), ('เหมาะสำหรับ', 'ผู้สูงอายุ, วัยรุ่น, วัยทำงาน, เด็กเล็ก, เด็กโต'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที')]",['การ์ด 55 ใบ'],[]
Kingdomino Origin (TH) คิงโดมิโน ออริจิน,"฿1,250.00",https://siamboardgames.com/product/kingdomino-origin/,ประเภทบอร์ดเกม : ครอบครัว อายุ : 8+ จำนวนผู้เล่น : 2-4 คน เวลาในการเล่น : 25 นาที,"['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-family-44-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/05/kingdomino-origin-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/Kingdomino-01-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/Kingdomino-02-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/04/มอก2540_Kingdomino-min-600x600.png']","['ใช้กลยุทธ์ต่าง ๆ นำแผ่นโดมิโนมาเชื่อต่อกันให้ได้เป็นเขตแดนผู้ล่าของคุณทำแต้มความสุขสบายและทำให้เขตแดนของคุณน่าอยู่ที่สุดเพื่อชนเผ่าของคุณ', 'ในเกม Kingdomino origins คุณจะได้แผ่ขยายชนเผ่าของคุณด้วยการนำพาไฟไปสู่อาณาบริเวณต่าง ๆ โดยใช้ลาวาที่กำลังปะทุอยู่!รวบรวมทรัพยากรธรรมชาติต่าง ๆ : แมมมอธ, ปลา, หินไฟ, และเห็ด...เพื่อเกณฑ์มนุษย์ถ้ำใจกล้ามาช่วยคุณแผ่ขยายชนเผ่าและเขตแดนผู้ล่าของคุณ!']","[('น้ำหนัก', '1.9 กก.'), ('ขนาด', '28 × 22 × 7 เซนติเมตร'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที'), ('เหมาะสำหรับ', 'วัยรุ่น, วัยทำงาน, เด็กโต')]","['คู่มือการเล่น 1 ฉบับ', 'แผ่นไทล์เริ่มเกม 4 แผ่น', 'กระท่อม 3 มิติ 4 หลัง', 'หัวหน้าชนเผ่าทำจากไม้ 8 ชิ้น', 'โดมิโน 48 แผ่น', 'บอร์ดถ้ำ 1 แผ่น', 'แผ่นไทล์มนุษย์ถ้ำ 22 แผ่น', 'แผ่นไทล์รูปสลัก 4 แผ่น', 'ทรัพยากรทำจากไม้ 49 ชิ้น', 'โทเคนไฟ 10 ชิ้น', 'สมุดจดบันทึกคะแนน 1 เล่ม']",[]
Micro Macro Crime City (TH) เมืองอาชญากรนครย่อส่วน,"฿1,550.00",https://siamboardgames.com/product/micro-macro-crime-city/,ประเภทบอร์ดเกม : ครอบครัว อายุ : 12+ จำนวนผู้เล่น : 1-4 คน เวลาในการเล่น : 15 - 45 นาที,"['https://siamboardgames.com/wp-content/uploads/2024/02/Cover-MicroMacro-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/05/Micro-Macro-01-1-2-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/MicroMacro-01-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/MicroMacro-02-600x600.png']","['เมืองที่ทุกที่ล้วนซ่อนเร้นไปด้วยอาชญากรรม มีแค่คุณเท่านั้นที่จะหาคำตอบของเรื่องราวประหลาดเหล่านี้ได้!', '', 'เมืองอาชญากร นครย่อส่วน (MicroMacro: Crime City) คือเกมเจ้าของรางวัล Spiel des Jares 2021 รางวัลผู้ชนะอันดับ 1 บอร์ดเกมยอดเยี่ยมประจำปี 2021 เป็นเกมที่ทุกคนต้องช่วยกันเป็นนักสืบเพื่อสืบหาความจริงจากเหตุการณ์ประหลาดที่เกิดขึ้นภายในเมือง ในกล่องจะมีแผนที่เมืองขนาดใหญ่ และการ์ดคดีต่างๆหลากหลายเหตุการณ์ โดยผู้เล่นจะได้รับเบาะแสสำคัญที่ต้องนำไปไขคดีในแผนที่ว่าเกิดอะไรขึ้น เกมนี้ต้องใช้ความคิดสืบหาให้ดี เพราะทุกเหตุการณ์ล้วนมีผู้ต้องสงสัยมากมาย']","[('น้ำหนัก', '1 กก.'), ('ขนาด', '28 × 20 × 5 เซนติเมตร'), ('เหมาะสำหรับ', 'วัยรุ่น, วัยทำงาน'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที, 30 นาที ขึ้นไป')]","['แผนที่เมือง 1 แผ่น', 'ซองกระดาษ 16 ซอง', 'การ์ดคดี 120 ใบ', 'แว่นขยาย 1 อัน (+ สติ๊กเกอร์)']",['ซองใส่การ์ด Yellow Amberขนาดซอง 59×92 มม.จำนวน 120 ซอง / 3 แพ็ค']
Betakkuma : Fart & Furious ตดทะลุนรก,฿650.00,https://siamboardgames.com/product/betakkuma-fart-furious/,ประเภทบอร์ดเกม : ปาร์ตี้ อายุ : 6+ จำนวนผู้เล่น : 2-8 คน เวลาในการเล่น : 15 นาที,"['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-party-11-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/05/3DBox-Fart2024-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/05/Fart2024-01-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/05/Fart2024-02-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2023/05/FartFurious-01-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/04/มอก2540_Fart-min-600x600.png']","['อยู่ๆก็ได้กลิ่นเหม็น ขณะที่อยู่ในลิฟต์กับเพื่อนๆ ต้องมีใครตดแน่ๆ ในเมื่อรู้ว่าต้องมีเพื่อนสักคนตด คุณจะทำอย่างไรกับเหตุการณ์ในครั้งนี้…?', 'ในขณะที่ประตูลิฟต์กำลังจะปิดสนิทก็มีเสียงหนึ่งดังปะทุขึ้นทำลายความเงียบ…บรรยากาศในลิฟต์ดูจะอึมครึมขึ้นมาในทันที เรื่องแบบนี้เห็นทีจะต้องตาต่อตาปู๊ดต่อปู๊ดเท่านั้น!', 'เกมปาร์ตี้สุดหรรษาพาขมคอสำหรับผู้เล่น 2-8 คนที่คุณและเพื่อนๆ จะต้องประชันลมดันภายใน', '']","[('น้ำหนัก', '0.8 กก.'), ('ขนาด', '13 × 9 × 6 เซนติเมตร'), ('เหมาะสำหรับ', 'วัยรุ่น, วัยทำงาน, เด็กโต'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที'), ('ตัวเลือก', 'เฉพาะเกม, เกม+ซองหนา90, เกม+ซองหนา60, เกมห่อปก, เกมห่อปก+ซอง')]","['คู่มือการเล่น 1 ฉบับ', 'กระดานนับแต้ม', 'ตัวกำกับแต้มสำหรับผู้เล่น 8 ชิ้น', 'การ์ดแอคชั่น 40 ใบ (8 สี สีละ 5 ใบ)', 'การ์ดตัวละคร 12 ใบ', 'ใบอ้างอิงกติกา 8 ใบ']","['ซองใส่การ์ด: White Diamond Lily', 'ขนาดซอง: 63.5 x 88 มม.', 'จำนวน: 52 ซอง / 2 แพค']"
